file_name,class,is_train,is_train-fold_1,is_train-fold_2,is_train-fold_3,is_train-fold_4,is_train-fold_5
32PC1/2022-23/57.wav,32PC1_2022-23,False,True,False,True,False,True
32PC1/2022-23/0.wav,32PC1_2022-23,True,True,True,False,True,True
32PC1/2022-23/74.wav,32PC1_2022-23,True,False,True,False,True,True
32PC1/2022-23/20.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/60.wav,32PC1_2022-23,False,True,True,True,True,True
32PC1/2022-23/71.wav,32PC1_2022-23,True,True,True,True,True,False
32PC1/2022-23/66.wav,32PC1_2022-23,True,False,True,True,True,True
32PC1/2022-23/70.wav,32PC1_2022-23,True,False,False,True,False,True
32PC1/2022-23/35.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/84.wav,32PC1_2022-23,False,True,True,True,True,True
32PC1/2022-23/77.wav,32PC1_2022-23,True,True,True,False,False,True
32PC1/2022-23/72.wav,32PC1_2022-23,True,True,True,False,True,True
32PC1/2022-23/106.wav,32PC1_2022-23,False,True,True,True,True,True
32PC1/2022-23/64.wav,32PC1_2022-23,True,True,True,True,False,False
32PC1/2022-23/97.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/37.wav,32PC1_2022-23,True,True,True,True,False,True
32PC1/2022-23/25.wav,32PC1_2022-23,False,True,True,False,True,True
32PC1/2022-23/58.wav,32PC1_2022-23,True,True,True,True,False,True
32PC1/2022-23/50.wav,32PC1_2022-23,True,True,True,False,True,True
32PC1/2022-23/101.wav,32PC1_2022-23,True,True,True,False,True,True
32PC1/2022-23/29.wav,32PC1_2022-23,True,False,False,True,True,False
32PC1/2022-23/75.wav,32PC1_2022-23,True,False,True,True,True,True
32PC1/2022-23/34.wav,32PC1_2022-23,True,True,False,True,True,False
32PC1/2022-23/88.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/85.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/79.wav,32PC1_2022-23,False,True,True,True,True,True
32PC1/2022-23/39.wav,32PC1_2022-23,False,True,False,True,True,True
32PC1/2022-23/1.wav,32PC1_2022-23,True,True,False,True,False,True
32PC1/2022-23/83.wav,32PC1_2022-23,False,True,True,True,True,True
32PC1/2022-23/99.wav,32PC1_2022-23,True,True,True,True,True,False
32PC1/2022-23/8.wav,32PC1_2022-23,True,False,True,True,True,True
32PC1/2022-23/91.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/53.wav,32PC1_2022-23,True,True,True,True,True,False
32PC1/2022-23/11.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/19.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/40.wav,32PC1_2022-23,False,True,True,False,True,False
32PC1/2022-23/95.wav,32PC1_2022-23,False,False,False,True,True,True
32PC1/2022-23/22.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/30.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/102.wav,32PC1_2022-23,True,True,False,False,True,True
32PC1/2022-23/9.wav,32PC1_2022-23,True,True,False,True,True,True
32PC1/2022-23/89.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/32.wav,32PC1_2022-23,True,True,True,True,False,True
32PC1/2022-23/63.wav,32PC1_2022-23,True,False,True,True,False,True
32PC1/2022-23/107.wav,32PC1_2022-23,True,True,True,False,True,True
32PC1/2022-23/42.wav,32PC1_2022-23,True,False,True,False,True,True
32PC1/2022-23/43.wav,32PC1_2022-23,True,True,True,True,False,True
32PC1/2022-23/67.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/94.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/2.wav,32PC1_2022-23,False,True,False,True,True,False
32PC1/2022-23/28.wav,32PC1_2022-23,True,True,False,False,True,True
32PC1/2022-23/59.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/47.wav,32PC1_2022-23,True,False,True,False,False,False
32PC1/2022-23/73.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/65.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/78.wav,32PC1_2022-23,True,True,True,False,True,True
32PC1/2022-23/14.wav,32PC1_2022-23,False,True,True,True,True,True
32PC1/2022-23/24.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/108.wav,32PC1_2022-23,True,True,False,True,True,True
32PC1/2022-23/52.wav,32PC1_2022-23,True,True,False,True,False,True
32PC1/2022-23/80.wav,32PC1_2022-23,True,True,True,True,False,False
32PC1/2022-23/31.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/12.wav,32PC1_2022-23,True,True,False,True,True,True
32PC1/2022-23/4.wav,32PC1_2022-23,True,True,False,False,False,True
32PC1/2022-23/16.wav,32PC1_2022-23,True,True,True,True,False,True
32PC1/2022-23/46.wav,32PC1_2022-23,True,True,True,False,True,True
32PC1/2022-23/103.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/5.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/76.wav,32PC1_2022-23,True,False,True,False,True,True
32PC1/2022-23/96.wav,32PC1_2022-23,True,True,True,True,True,False
32PC1/2022-23/36.wav,32PC1_2022-23,True,False,True,True,True,False
32PC1/2022-23/82.wav,32PC1_2022-23,False,True,True,True,True,True
32PC1/2022-23/68.wav,32PC1_2022-23,False,False,True,True,True,False
32PC1/2022-23/15.wav,32PC1_2022-23,False,True,False,True,True,True
32PC1/2022-23/86.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/51.wav,32PC1_2022-23,False,False,False,True,True,False
32PC1/2022-23/100.wav,32PC1_2022-23,True,False,True,False,True,True
32PC1/2022-23/21.wav,32PC1_2022-23,False,False,True,True,True,True
32PC1/2022-23/45.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/105.wav,32PC1_2022-23,True,True,True,True,False,False
32PC1/2022-23/48.wav,32PC1_2022-23,False,True,True,False,True,True
32PC1/2022-23/92.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/81.wav,32PC1_2022-23,True,True,False,True,True,False
32PC1/2022-23/26.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/44.wav,32PC1_2022-23,True,True,True,False,True,True
32PC1/2022-23/41.wav,32PC1_2022-23,True,False,True,True,True,True
32PC1/2022-23/62.wav,32PC1_2022-23,True,True,True,True,False,True
32PC1/2022-23/56.wav,32PC1_2022-23,True,True,True,False,False,True
32PC1/2022-23/33.wav,32PC1_2022-23,True,True,True,True,True,False
32PC1/2022-23/98.wav,32PC1_2022-23,False,True,True,True,True,True
32PC1/2022-23/7.wav,32PC1_2022-23,False,True,True,True,True,True
32PC1/2022-23/49.wav,32PC1_2022-23,True,False,True,True,True,False
32PC1/2022-23/61.wav,32PC1_2022-23,False,True,False,True,False,False
32PC1/2022-23/54.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/27.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/6.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/38.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/23.wav,32PC1_2022-23,True,True,True,True,False,False
32PC1/2022-23/55.wav,32PC1_2022-23,True,False,True,True,True,True
32PC1/2022-23/104.wav,32PC1_2022-23,True,False,True,True,True,True
32PC1/2022-23/90.wav,32PC1_2022-23,True,True,False,True,True,True
32PC1/2022-23/10.wav,32PC1_2022-23,True,True,True,False,True,True
32PC1/2022-23/69.wav,32PC1_2022-23,True,False,False,True,True,False
32PC1/2022-23/87.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/3.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/18.wav,32PC1_2022-23,False,True,True,True,True,False
32PC1/2022-23/13.wav,32PC1_2022-23,True,True,False,True,False,True
32PC1/2022-23/17.wav,32PC1_2022-23,True,True,True,True,True,True
32PC1/2022-23/93.wav,32PC1_2022-23,True,False,True,True,False,True
32PC1/2021-22/57.wav,32PC1_2021-22,True,True,True,False,False,True
32PC1/2021-22/0.wav,32PC1_2021-22,False,False,True,True,False,True
32PC1/2021-22/74.wav,32PC1_2021-22,True,True,True,True,True,True
32PC1/2021-22/20.wav,32PC1_2021-22,True,True,True,False,False,True
32PC1/2021-22/60.wav,32PC1_2021-22,False,True,False,True,True,True
