File,Length (s),Padding_Time
pipit2017fg_more_0212_0000.wav,2.439909297052154,0.5600907029478459
pipit2017fg_more_0212_0001.wav,4.3973015873015875,1.6026984126984125
pipit2017fg_more_0212_0002.wav,3.010498866213152,2.989501133786848
pipit2017fg_more_0212_0003.wav,5.180680272108844,0.8193197278911564
pipit2017fg_more_0212_0004.wav,3.8265079365079364,2.1734920634920636
pipit2017fg_more_0212_0005.wav,3.7780045351473923,2.2219954648526077
pipit2017fg_more_0212_0006.wav,3.9880272108843537,2.0119727891156463
pipit2017fg_more_0212_0007.wav,4.141678004535147,1.8583219954648529
pipit2017fg_more_0212_0008.wav,3.689387755102041,2.310612244897959
pipit2017fg_more_0212_0009.wav,6.116575963718821,2.8834240362811787
pipit2017fg_more_0212_0010.wav,4.469773242630385,1.5302267573696149
pipit2017fg_more_0212_0011.wav,5.841269841269841,0.15873015873015905
pipit2017fg_more_0212_0012.wav,3.959705215419501,2.040294784580499
pipit2017fg_more_0212_0013.wav,3.3177777777777777,2.6822222222222223
pipit2017fg_more_0212_0014.wav,3.7032199546485263,2.2967800453514737
pipit2017fg_more_0212_0015.wav,6.371587301587302,2.6284126984126983
pipit2017fg_more_0212_0016.wav,3.6422222222222222,2.3577777777777778
pipit2017fg_more_0212_0017.wav,5.446916099773243,0.5530839002267571
pipit2017fg_more_0212_0018.wav,4.178616780045352,1.8213832199546482
pipit2017fg_more_0212_0019.wav,4.32922902494331,1.6707709750566897
pipit2017fg_more_0212_0020.wav,3.0993197278911566,2.9006802721088434
pipit2017fg_more_0212_0021.wav,3.8062585034013607,2.1937414965986393
pipit2017fg_more_0212_0022.wav,3.82702947845805,2.17297052154195
pipit2017fg_more_0212_0023.wav,4.621201814058957,1.3787981859410428
pipit2017fg_more_0212_0024.wav,3.7244897959183674,2.2755102040816326
pipit2017fg_more_0212_0025.wav,4.22859410430839,1.7714058956916103
pipit2017fg_more_0212_0026.wav,2.405578231292517,0.5944217687074831
pipit2017fg_more_0212_0027.wav,3.7550793650793652,2.2449206349206348
pipit2017fg_more_0212_0028.wav,3.07156462585034,2.92843537414966
pipit2017fg_more_0212_0029.wav,5.5633560090702945,0.4366439909297055
pipit2017fg_more_0212_0030.wav,4.262290249433106,1.7377097505668937
pipit2017fg_more_0212_0031.wav,0.31750566893424037,2.68249433106576
pipit2017fg_more_0212_0032.wav,2.6634013605442175,0.3365986394557825
pipit2017fg_more_0212_0033.wav,3.8121995464852607,2.1878004535147393
pipit2017fg_more_0212_0034.wav,3.049297052154195,2.950702947845805
pipit2017fg_more_0212_0035.wav,2.893106575963719,0.1068934240362811
pipit2017fg_more_0212_0036.wav,3.320113378684807,2.679886621315193
pipit2017fg_more_0212_0037.wav,6.651587301587302,2.348412698412698
pipit2017fg_more_0212_0038.wav,3.030589569160998,2.969410430839002
pipit2017fg_more_0212_0039.wav,2.482698412698413,0.5173015873015872
pipit2017fg_more_0212_0040.wav,4.1053061224489795,1.8946938775510205
pipit2017fg_more_0212_0041.wav,3.1406802721088436,2.8593197278911564
pipit2017fg_more_0212_0042.wav,4.16047619047619,1.8395238095238096
pipit2017fg_more_0212_0043.wav,7.29140589569161,1.70859410430839
pipit2017fg_more_0212_0044.wav,3.3942176870748297,2.6057823129251703
pipit2017fg_more_0212_0045.wav,4.2536054421768705,1.7463945578231295
pipit2017fg_more_0212_0046.wav,4.096190476190476,1.9038095238095236
pipit2017fg_more_0212_0047.wav,3.9526984126984126,2.0473015873015874
pipit2017fg_more_0212_0048.wav,3.7188208616780045,2.2811791383219955
pipit2017fg_more_0212_0049.wav,3.9996371882086166,2.0003628117913834
pipit2017fg_more_0212_0050.wav,3.130816326530612,2.869183673469388
pipit2017fg_more_0212_0051.wav,4.152857142857143,1.847142857142857
pipit2017fg_more_0212_0052.wav,2.831609977324263,0.16839002267573688
pipit2017fg_more_0212_0053.wav,3.555691609977324,2.444308390022676
pipit2017fg_more_0212_0054.wav,3.6314058956916098,2.3685941043083902
pipit2017fg_more_0212_0055.wav,3.7062131519274377,2.2937868480725623
pipit2017fg_more_0212_0056.wav,4.499795918367347,1.5002040816326527
pipit2017fg_more_0312_0000.wav,1.7914512471655328,1.2085487528344672
pipit2017fg_more_0312_0001.wav,1.9672108843537415,1.0327891156462585
pipit2017fg_more_0312_0002.wav,2.373015873015873,0.626984126984127
pipit2017fg_more_0312_0003.wav,6.420702947845805,2.579297052154195
pipit2017fg_more_0312_0004.wav,2.4758956916099772,0.5241043083900228
