File,Length (s),Padding_Time
littleowl2017fg_test_108_0000.wav,1.3472789115646258,1.6527210884353742
littleowl2017fg_test_108_0001.wav,1.426530612244898,1.573469387755102
littleowl2017fg_test_108_0002.wav,1.3789795918367347,1.6210204081632653
littleowl2017fg_test_108_0003.wav,1.3789795918367347,1.6210204081632653
littleowl2017fg_test_108_0004.wav,1.426530612244898,1.573469387755102
littleowl2017fg_test_108_0005.wav,1.2997278911564625,1.7002721088435375
littleowl2017fg_test_108_0006.wav,1.5058049886621314,1.4941950113378686
littleowl2017fg_test_108_0007.wav,1.3790022675736961,1.6209977324263039
littleowl2017fg_test_108_0008.wav,1.3472789115646258,1.6527210884353742
littleowl2017fg_test_108_0009.wav,1.4265079365079365,1.5734920634920635
littleowl2017fg_test_108_0010.wav,1.3631065759637189,1.6368934240362811
littleowl2017fg_test_108_0011.wav,1.458231292517007,1.541768707482993
littleowl2017fg_test_108_0012.wav,1.2521768707482994,1.7478231292517006
littleowl2017fg_test_108_0013.wav,1.2838775510204081,1.7161224489795919
littleowl2017fg_test_108_0014.wav,1.4106802721088436,1.5893197278911564
littleowl2017fg_test_108_0015.wav,1.3631292517006803,1.6368707482993197
littleowl2017fg_test_108_0016.wav,1.3789795918367347,1.6210204081632653
littleowl2017fg_test_108_0017.wav,1.299750566893424,1.700249433106576
littleowl2017fg_test_108_0018.wav,1.3472789115646258,1.6527210884353742
littleowl2017fg_test_108_0019.wav,1.252154195011338,1.747845804988662
littleowl2017fg_test_108_0020.wav,1.4489795918367347,1.5510204081632653
littleowl2017fg_test_108_0021.wav,1.3040816326530613,1.6959183673469387
littleowl2017fg_test_108_0022.wav,1.3040589569160999,1.6959410430839001
littleowl2017fg_test_108_0023.wav,1.1753061224489796,1.8246938775510204
littleowl2017fg_test_108_0024.wav,1.2719047619047619,1.7280952380952381
littleowl2017fg_test_108_0025.wav,1.2396825396825397,1.7603174603174603
littleowl2017fg_test_108_0026.wav,1.3684580498866212,1.6315419501133788
littleowl2017fg_test_108_0027.wav,1.2718820861678004,1.7281179138321996
littleowl2017fg_test_108_0028.wav,1.3685034013605442,1.6314965986394558
littleowl2017fg_test_108_0029.wav,1.2558049886621314,1.7441950113378686
littleowl2017fg_test_108_0030.wav,1.1913832199546486,1.8086167800453514
littleowl2017fg_test_108_0031.wav,1.0948072562358278,1.9051927437641722
littleowl2017fg_test_108_0032.wav,1.1430839002267574,1.8569160997732426
littleowl2017fg_test_193_0000.wav,0.9306122448979591,2.0693877551020408
littleowl2017fg_test_193_0001.wav,0.9795691609977324,2.020430839002268
littleowl2017fg_test_193_0002.wav,0.881655328798186,2.118344671201814
littleowl2017fg_test_193_0003.wav,1.1591609977324262,1.8408390022675738
littleowl2017fg_test_193_0004.wav,1.012267573696145,1.987732426303855
littleowl2017fg_test_193_0005.wav,0.8489795918367347,2.1510204081632653
littleowl2017fg_test_193_0006.wav,0.881609977324263,2.118390022675737
littleowl2017fg_test_193_0007.wav,1.0122448979591836,1.9877551020408164
littleowl2017fg_test_193_0008.wav,0.9795918367346939,2.020408163265306
littleowl2017fg_test_193_0009.wav,0.9795918367346939,2.020408163265306
littleowl2017fg_test_193_0010.wav,0.9795918367346939,2.020408163265306
littleowl2017fg_test_193_0011.wav,0.9306349206349206,2.0693650793650793
littleowl2017fg_test_193_0012.wav,0.9959183673469387,2.0040816326530613
littleowl2017fg_test_193_0013.wav,0.865328798185941,2.134671201814059
littleowl2017fg_test_193_0014.wav,0.9959183673469387,2.0040816326530613
littleowl2017fg_test_193_0015.wav,1.061201814058957,1.938798185941043
littleowl2017fg_test_193_0016.wav,0.9142857142857143,2.085714285714286
littleowl2017fg_test_193_0017.wav,1.0286167800453514,1.9713832199546486
littleowl2017fg_test_193_0018.wav,0.9305895691609978,2.0694104308390022
littleowl2017fg_test_193_0019.wav,0.8653061224489796,2.1346938775510202
littleowl2017fg_test_193_0020.wav,0.8980045351473923,2.1019954648526076
littleowl2017fg_test_193_0021.wav,0.9960090702947846,2.0039909297052154
littleowl2017fg_test_229_0000.wav,1.2826303854875283,1.7173696145124717
littleowl2017fg_test_229_0001.wav,1.1689795918367347,1.8310204081632653
littleowl2017fg_test_229_0002.wav,1.217687074829932,1.782312925170068
littleowl2017fg_test_229_0003.wav,1.2339455782312925,1.7660544217687075
littleowl2017fg_test_229_0004.wav,1.152766439909297,1.847233560090703
littleowl2017fg_test_229_0005.wav,1.1689795918367347,1.8310204081632653
littleowl2017fg_test_229_0006.wav,1.201451247165533,1.798548752834467
littleowl2017fg_test_229_0007.wav,1.1690022675736962,1.8309977324263038
littleowl2017fg_test_229_0008.wav,1.1689795918367347,1.8310204081632653
littleowl2017fg_test_229_0009.wav,1.2501587301587302,1.7498412698412698
littleowl2017fg_test_229_0010.wav,1.0878004535147392,1.9121995464852608
littleowl2017fg_test_229_0011.wav,1.201451247165533,1.798548752834467
littleowl2017fg_test_229_0012.wav,1.2663945578231293,1.7336054421768707
littleowl2017fg_test_229_0013.wav,1.1851700680272108,1.8148299319727892
littleowl2017fg_test_229_0014.wav,1.071609977324263,1.928390022675737
littleowl2017fg_test_229_0015.wav,1.1528117913832199,1.8471882086167801
littleowl2017fg_test_229_0016.wav,1.120294784580499,1.879705215419501
littleowl2017fg_test_229_0017.wav,1.233922902494331,1.766077097505669
littleowl2017fg_test_7_0000.wav,1.076077097505669,1.923922902494331
littleowl2017fg_test_7_0001.wav,1.0597278911564625,1.9402721088435375
littleowl2017fg_test_7_0002.wav,1.2390929705215419,1.7609070294784581
littleowl2017fg_test_7_0003.wav,1.0760544217687076,1.9239455782312924
littleowl2017fg_test_7_0004.wav,1.1086621315192744,1.8913378684807256
littleowl2017fg_test_7_0005.wav,1.1412698412698412,1.8587301587301588
littleowl2017fg_test_7_0006.wav,1.1086621315192744,1.8913378684807256
littleowl2017fg_test_7_0007.wav,1.222766439909297,1.777233560090703
littleowl2017fg_test_7_0008.wav,1.1412698412698412,1.8587301587301588
littleowl2017fg_test_7_0009.wav,1.2390929705215419,1.7609070294784581
littleowl2017fg_test_7_0010.wav,1.0760544217687076,1.9239455782312924
littleowl2017fg_test_7_0011.wav,1.0597278911564625,1.9402721088435375
littleowl2017fg_test_7_0012.wav,1.1086621315192744,1.8913378684807256
littleowl2017fg_test_7_0013.wav,1.0760544217687076,1.9239455782312924
littleowl2017fg_test_7_0014.wav,1.1087074829931973,1.8912925170068027
littleowl2017fg_test_7_0015.wav,1.0760090702947847,1.9239909297052153
littleowl2017fg_test_7_0016.wav,1.02718820861678,1.97281179138322
littleowl2017fg_test_7_0017.wav,1.22281179138322,1.77718820861678
littleowl2017fg_test_7_0018.wav,1.0109070294784581,1.9890929705215419
littleowl2017fg_test_7_0019.wav,1.1412244897959183,1.8587755102040817
littleowl2017fg_test_7_0020.wav,1.0597959183673469,1.9402040816326531
littleowl2017fg_test_7_0021.wav,1.1087074829931973,1.8912925170068027
littleowl2017fg_test_7_0022.wav,1.1411791383219954,1.8588208616780046
littleowl2017fg_test_7_0023.wav,1.0270975056689342,1.9729024943310658
littleowl2017fg_test_7_0024.wav,1.02718820861678,1.97281179138322
littleowl2017fg_test_7_0025.wav,1.1412925170068027,1.8587074829931973
littleowl2017fg_test_7_0026.wav,1.059705215419501,1.940294784580499
littleowl2017fg_test_7_0027.wav,1.157596371882086,1.842403628117914
littleowl2017fg_test_7_0028.wav,1.0759863945578232,1.9240136054421768
littleowl2017fg_test_7_0029.wav,1.092403628117914,1.907596371882086
littleowl2017fg_test_7_0030.wav,1.0270975056689342,1.9729024943310658
littleowl2017fg_test_7_0031.wav,1.0434013605442176,1.9565986394557824
littleowl2017fg_test_94_0000.wav,1.2218820861678004,1.7781179138321996
littleowl2017fg_test_94_0001.wav,1.2218820861678004,1.7781179138321996
littleowl2017fg_test_94_0002.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0003.wav,1.2218367346938777,1.7781632653061223
littleowl2017fg_test_94_0004.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0005.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0006.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0007.wav,1.2218367346938777,1.7781632653061223
littleowl2017fg_test_94_0008.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0009.wav,1.2218820861678004,1.7781179138321996
littleowl2017fg_test_94_0010.wav,1.2218367346938777,1.7781632653061223
littleowl2017fg_test_94_0011.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0012.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0013.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0014.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0015.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0016.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0017.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0018.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0019.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0020.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0021.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0022.wav,1.221859410430839,1.778140589569161
littleowl2017fg_test_94_0023.wav,1.2218367346938777,1.7781632653061223
littleowl2017fg_test_94_0024.wav,1.2218820861678004,1.7781179138321996
littleowl2017fg_test_94_0025.wav,1.2218820861678004,1.7781179138321996
littleowl2017fg_test_BRE_0000.wav,0.9019274376417233,2.0980725623582765
littleowl2017fg_test_BRE_0001.wav,0.9538775510204082,2.0461224489795917
littleowl2017fg_test_BRE_0002.wav,0.9873242630385487,2.012675736961451
littleowl2017fg_test_BRE_0003.wav,0.9789795918367347,2.0210204081632654
littleowl2017fg_test_BRE_0004.wav,0.9873696145124716,2.0126303854875283
littleowl2017fg_test_BRE_0005.wav,0.9371655328798186,2.0628344671201813
littleowl2017fg_test_BRE_0006.wav,1.0040589569160998,1.9959410430839002
littleowl2017fg_test_BRE_0007.wav,0.9706349206349206,2.0293650793650793
littleowl2017fg_test_BRE_0008.wav,0.9957142857142857,2.0042857142857144
littleowl2017fg_test_BRE_0009.wav,1.0375510204081633,1.9624489795918367
littleowl2017fg_test_BRE_0010.wav,1.0375510204081633,1.9624489795918367
littleowl2017fg_test_BRE_0011.wav,1.1881632653061225,1.8118367346938775
littleowl2017fg_test_BRE_0012.wav,1.0710204081632653,1.9289795918367347
littleowl2017fg_test_BRE_0013.wav,1.0375510204081633,1.9624489795918367
littleowl2017fg_test_BRE_0014.wav,0.9873696145124716,2.0126303854875283
littleowl2017fg_test_BRE_0015.wav,1.0375736961451247,1.9624263038548753
littleowl2017fg_test_BRE_0016.wav,0.9455102040816327,2.0544897959183674
littleowl2017fg_test_BRE_0017.wav,1.0626984126984127,1.9373015873015873
littleowl2017fg_test_CER_0000.wav,1.3198866213151927,1.6801133786848073
littleowl2017fg_test_CER_0001.wav,1.2228571428571429,1.7771428571428571
littleowl2017fg_test_CER_0002.wav,1.6110657596371882,1.3889342403628118
littleowl2017fg_test_CER_0003.wav,1.4363492063492063,1.5636507936507937
littleowl2017fg_test_CER_0004.wav,1.300498866213152,1.699501133786848
littleowl2017fg_test_CER_0005.wav,1.339297052154195,1.660702947845805
