wavfilename,0212,0312,0712,0811,0911,1011,1211,1511,1611,1711
pipit2017fg_test_0212_0000.wav,1,,,,,,,,,
pipit2017fg_test_0212_0001.wav,1,,,,,,,,,
pipit2017fg_test_0212_0002.wav,1,,,,,,,,,
pipit2017fg_test_0212_0003.wav,1,,,,,,,,,
pipit2017fg_test_0212_0004.wav,1,,,,,,,,,
pipit2017fg_test_0212_0005.wav,1,,,,,,,,,
pipit2017fg_test_0212_0006.wav,1,,,,,,,,,
pipit2017fg_test_0212_0007.wav,1,,,,,,,,,
pipit2017fg_test_0212_0008.wav,1,,,,,,,,,
pipit2017fg_test_0212_0009.wav,1,,,,,,,,,
pipit2017fg_test_0212_0010.wav,1,,,,,,,,,
pipit2017fg_test_0212_0011.wav,1,,,,,,,,,
pipit2017fg_test_0212_0012.wav,1,,,,,,,,,
pipit2017fg_test_0212_0013.wav,1,,,,,,,,,
pipit2017fg_test_0212_0014.wav,1,,,,,,,,,
pipit2017fg_test_0212_0015.wav,1,,,,,,,,,
pipit2017fg_test_0212_0016.wav,1,,,,,,,,,
pipit2017fg_test_0212_0017.wav,1,,,,,,,,,
pipit2017fg_test_0212_0018.wav,1,,,,,,,,,
pipit2017fg_test_0212_0019.wav,1,,,,,,,,,
pipit2017fg_test_0212_0020.wav,1,,,,,,,,,
pipit2017fg_test_0212_0021.wav,1,,,,,,,,,
pipit2017fg_test_0212_0022.wav,1,,,,,,,,,
pipit2017fg_test_0212_0023.wav,1,,,,,,,,,
pipit2017fg_test_0212_0024.wav,1,,,,,,,,,
pipit2017fg_test_0212_0025.wav,1,,,,,,,,,
pipit2017fg_test_0212_0026.wav,1,,,,,,,,,
pipit2017fg_test_0212_0027.wav,1,,,,,,,,,
pipit2017fg_test_0212_0028.wav,1,,,,,,,,,
pipit2017fg_test_0212_0029.wav,1,,,,,,,,,
pipit2017fg_test_0212_0030.wav,1,,,,,,,,,
pipit2017fg_test_0212_0031.wav,1,,,,,,,,,
pipit2017fg_test_0212_0032.wav,1,,,,,,,,,
pipit2017fg_test_0212_0033.wav,1,,,,,,,,,
pipit2017fg_test_0212_0034.wav,1,,,,,,,,,
pipit2017fg_test_0212_0035.wav,1,,,,,,,,,
pipit2017fg_test_0212_0036.wav,1,,,,,,,,,
pipit2017fg_test_0212_0037.wav,1,,,,,,,,,
pipit2017fg_test_0312_0000.wav,,1,,,,,,,,
pipit2017fg_test_0312_0001.wav,,1,,,,,,,,
pipit2017fg_test_0312_0002.wav,,1,,,,,,,,
pipit2017fg_test_0312_0003.wav,,1,,,,,,,,
pipit2017fg_test_0312_0004.wav,,1,,,,,,,,
pipit2017fg_test_0312_0005.wav,,1,,,,,,,,
pipit2017fg_test_0312_0006.wav,,1,,,,,,,,
pipit2017fg_test_0312_0007.wav,,1,,,,,,,,
pipit2017fg_test_0312_0008.wav,,1,,,,,,,,
pipit2017fg_test_0312_0009.wav,,1,,,,,,,,
pipit2017fg_test_0312_0010.wav,,1,,,,,,,,
pipit2017fg_test_0312_0011.wav,,1,,,,,,,,
pipit2017fg_test_0312_0012.wav,,1,,,,,,,,
pipit2017fg_test_0312_0013.wav,,1,,,,,,,,
pipit2017fg_test_0312_0014.wav,,1,,,,,,,,
pipit2017fg_test_0312_0015.wav,,1,,,,,,,,
pipit2017fg_test_0312_0016.wav,,1,,,,,,,,
pipit2017fg_test_0312_0017.wav,,1,,,,,,,,
pipit2017fg_test_0312_0018.wav,,1,,,,,,,,
pipit2017fg_test_0312_0019.wav,,1,,,,,,,,
pipit2017fg_test_0312_0020.wav,,1,,,,,,,,
pipit2017fg_test_0312_0021.wav,,1,,,,,,,,
pipit2017fg_test_0312_0022.wav,,1,,,,,,,,
pipit2017fg_test_0312_0023.wav,,1,,,,,,,,
pipit2017fg_test_0312_0024.wav,,1,,,,,,,,
pipit2017fg_test_0312_0025.wav,,1,,,,,,,,
pipit2017fg_test_0312_0026.wav,,1,,,,,,,,
pipit2017fg_test_0312_0027.wav,,1,,,,,,,,
pipit2017fg_test_0712_0000.wav,,,1,,,,,,,
pipit2017fg_test_0712_0001.wav,,,1,,,,,,,
pipit2017fg_test_0712_0002.wav,,,1,,,,,,,
pipit2017fg_test_0712_0003.wav,,,1,,,,,,,
pipit2017fg_test_0712_0004.wav,,,1,,,,,,,
pipit2017fg_test_0712_0005.wav,,,1,,,,,,,
pipit2017fg_test_0712_0006.wav,,,1,,,,,,,
